3.6043383e-002	402.06645732
3.6043383e-002	405.61814905
3.6043383e-002	409.16862143
3.6043383e-002	412.71787446
3.6043383e-002	416.26590814
3.6604192e-002	419.81272246
3.7483323e-002	423.35831743
3.8363468e-002	426.90269305
3.9247707e-002	430.44584931
4.0139090e-002	433.98778622
4.1040689e-002	437.52850378
4.1955575e-002	441.06800198
4.2886216e-002	444.60628083
4.3653388e-002	448.14334033
4.4369269e-002	451.67918047
4.5091659e-002	455.21380126
4.5758821e-002	458.7472027
4.6246611e-002	462.27938479
4.6736285e-002	465.81034752
4.7227573e-002	469.3400909
4.7720067e-002	472.86861492
4.8211623e-002	476.3959196
4.8656870e-002	479.92200491
4.8711065e-002	483.44687088
4.8636232e-002	486.97051749
4.8280369e-002	490.49294475
4.7730181e-002	494.01415266
4.7091231e-002	497.53414122
4.6014767e-002	501.05291042
4.4924926e-002	504.57046026
4.3949541e-002	508.08679076
4.3508228e-002	511.6019019
4.3366533e-002	515.11579369
4.3071080e-002	518.62846612
4.2919856e-002	522.13991921
4.2537786e-002	525.65015294
4.1958857e-002	529.15916731
4.1314684e-002	532.66696233
4.0681139e-002	536.173538
3.9790988e-002	539.67889432
3.8609587e-002	543.18303128
3.7284367e-002	546.68594889
3.5842650e-002	550.18764715
3.4260802e-002	553.68812606
3.2660197e-002	557.18738561
3.1298865e-002	560.68542581
3.0211253e-002	564.18224665
2.9419577e-002	567.67784814
2.8909817e-002	571.17223028
2.8476149e-002	574.66539307
2.8064080e-002	578.1573365
2.7648160e-002	581.64806058
2.7202806e-002	585.1375653
2.6811287e-002	588.62585068
2.6347574e-002	592.1129167
2.5950529e-002	595.59876336
2.5558170e-002	599.08339068
2.5198249e-002	602.56679864
2.4878128e-002	606.04898725
2.4574479e-002	609.5299565
2.4216389e-002	613.0097064
2.3829870e-002	616.48823695
2.3433918e-002	619.96554815
2.3005411e-002	623.44163999
2.2621414e-002	626.91651248
2.2241112e-002	630.39016561
2.1893719e-002	633.86259939
2.1607907e-002	637.33381382
2.1397835e-002	640.8038089
2.1263234e-002	644.27258462
2.1177543e-002	647.74014099
2.1100132e-002	651.20647801
2.1068290e-002	654.67159568
2.1017034e-002	658.13549399
2.0982768e-002	661.59817294
2.0951243e-002	665.05963255
2.0921012e-002	668.5198728
2.0894932e-002	671.9788937
2.0854969e-002	675.43669524
2.0823343e-002	678.89327744
2.0805385e-002	682.34864028
2.0783365e-002	685.80278376
2.0738516e-002	689.25570789
2.0697741e-002	692.70741267
2.0654066e-002	696.1578981
2.0631654e-002	699.60716418
2.0609275e-002	703.0552109
2.0599891e-002	706.50203826
2.0556051e-002	709.94764628
2.0506199e-002	713.39203494
2.0466289e-002	716.83520425
2.0415151e-002	720.2771542
2.0340720e-002	723.7178848
2.0313678e-002	727.15739605
2.0275248e-002	730.59568795
2.0245742e-002	734.03276049
2.0216379e-002	737.46861368
2.0169390e-002	740.90324752
2.0127499e-002	744.336662
2.0077426e-002	747.76885713
2.0032903e-002	751.19983291
2.0021150e-002	754.62958933
2.0010896e-002	758.0581264
2.0006863e-002	761.48544412
2.0000277e-002	764.91154248
1.9956315e-002	768.33642149
1.9955363e-002	771.76008115
1.9946825e-002	775.18252146
1.9930612e-002	778.60374241
1.9910060e-002	782.02374401
1.9883318e-002	785.44252625
1.9860333e-002	788.86008915
1.9850735e-002	792.27643269
1.9845719e-002	795.69155687
1.9819692e-002	799.10546171
1.9776938e-002	802.51814719
