Binning time durations in us

   0,       5619
   1,       4312
   2,       5199
   3,       4333
   4,       4466
   5,       5814
   6,       7911
   7,       5566
   8,       5219
   9,       4400
  10,       5819
  11,       4821
  12,       5147
  13,      12986
  14,       4404
  15,       6270
  16,       4786
  17,       6375
  18,       6907
  19,       5411
  20,       4988
  21,       4665
  22,       4779
  23,       4332
  24,       5673
  25,       4332
  26,       4912
  27,       6001
  28,       4332
  29,       5073
  30,       4727
  31,       4717
  32,       4315
  33,       8817
  34,      12901
  35,       4341
  36,       4330
  37,       4962
  38,       5816
  39,       4704
  40,       5623
  41,       4327
  42,       5650
  43,       4651
  44,       4672
  45,       4330
  46,       5201
  47,       5730
  48,       4610
  49,       5852
  50,       5237
  51,       4732
  52,       6281
  53,       5263
  54,       4620
  55,       5987
  56,       8268
  57,       5412
  58,       5997
  59,      12235
  60,       6279
  61,       4658
  62,       5196
  63,       4654
  64,       5773
  65,       4330
  66,       8046
  67,      23451
  68,       4391
  69,       5034
  70,       5196
  71,       5489
  72,      12817
  73,       4400
  74,       5918
  75,       5800
  76,      11112
  77,       5313
  78,       4773
  79,       4780
  80,       4769
  81,       4678
  82,       6694
  83,       5573
  84,       5336
  85,       4673
  86,       5534
  87,       5644
  88,       4968
  89,       4666
  90,       5029
  91,       5195
  92,       4896
  93,       4444
  94,       4766
  95,       5715
  96,       5674
  97,       5399
  98,       4680
  99,       4813
 100,       4382
 101,       5652
 102,      13096
 103,       4331
 104,       5361
 105,       5013
 106,      10531
 107,       4331
 108,       5552
 109,       4329
 110,       5120
 111,       4401
 112,       8422
 113,       4687
 114,       4332
 115,       5765
 116,       4711
 117,       5707
 118,       5977
 119,       7058
 120,       8165
 121,       9393
 122,       7101
 123,       9897
 124,       4964
 125,      11650
 126,       5769
 127,      12424
 128,       4434
 129,       6680
 130,       4979
 131,       9980
 132,       8908
 133,       8191
 134,      23299
 135,       4318
 136,       4434
 137,       5378
 138,       5963
 139,       5351
 140,       4619
 141,       5621
 142,       4397
 143,       5782
 144,       4612
 145,       4723
 146,       5540
 147,       4315
 148,       5227
 149,       4652
 150,       5742
 151,       4319
 152,       5443
 153,       5845
 154,       5815
 155,       4660
 156,       5779
 157,       5792
 158,       5695
 159,       5435
 160,       5687
 161,       5520
 162,       4314
 163,       4739
 164,       9139
 165,      12525
 166,       4335
 167,       6090
 168,       4620
 169,       4749
 170,       4982
 171,      12555
 172,       6259
 173,       4613
 174,       5425
 175,       4751
 176,       5108
 177,       4616
 178,       4687
 179,       4337
 180,       9048
 181,      12865
 182,       4330
 183,       4857
 184,       4330
 185,       4674
 186,       5160
 187,       4411
 188,       4659
 189,       4385
 190,       4728
 191,       5635
 192,       5344
 193,       4383
 194,       5461
 195,       4508
 196,       5961
 197,       5710
 198,       6352
 199,       9400
 200,       5014
 201,      11656
 202,       4330
 203,       4324
 204,      11709
 205,       5089
 206,       8262
 207,       9744
 208,       4841
 209,       6223
 210,      10020
 211,       8877
 212,       9038
 213,       9940
 214,       9557
 215,       5193
 216,      12862
 217,       8725
 218,       7619
 219,       9470
 220,       4810
 221,      10917
 222,       5702
 223,       5915
 224,      13581
 225,      12347
 226,       5204
 227,       4797
 228,       5461
 229,       8165
 230,      12079
 231,       4407
 232,       5564
 233,       4395
 234,       4658
 235,      13098
 236,       6084
 237,      12722
 238,      10605
 239,       6992
 240,       5768
 241,      11977
 242,       4409
 243,       5815
 244,       5137
 245,      10052
 246,       5880
 247,       5855
 248,       4314
 249,       5389
 250,       5746
 251,       5882
 252,       4635
 253,       4998
 254,       5360
 255,      13153
 256,       5912
 257,       4930
 258,       8960
 259,       8896
 260,       5319
 261,      12602
 262,       5624
 263,       5645
 264,       6609
 265,       8135
 266,       7748
 267,       5160
 268,      12782
 269,       5980
 270,       4943
 271,       5301
 272,       4785
 273,       6071
 274,       5117
 275,       6226
 276,      11056
 277,       9234
 278,       8240
 279,       7376
 280,      10373
 281,       7681
 282,       9566
 283,       5545
 284,       7261
 285,       5963
 286,       5264
 287,      11403
 288,       4394
 289,       5120
 290,       4846
 291,       4612
 292,       4329
 293,       7019
 294,      22208
 295,       5324
 296,       4619
 297,       4394
 298,       6421
 299,      23764
 300,       4336
 301,       4672
 302,       4668
 303,       5012
 304,       5418
 305,       4619
 306,       5507
 307,       4331
 308,       5197
 309,       4894
 310,       5397
 311,      12877
 312,       5563
 313,       4671
 314,       4681
 315,       5409
 316,       4689
 317,       5956
 318,       4614
 319,      15417
 320,       4339
 321,       4399
 322,       6116
 323,      10563
 324,       4336
 325,       4389
 326,       4956
 327,       9262
 328,       8770
 329,       7758
 330,       9427
 331,       8593
 332,       5810
 333,       8134
 334,      12019
 335,      24224
 336,       4313
 337,       6324
 338,       4781
 339,       5991
 340,       4612
 341,       5067
 342,       8129
 343,       7551
 344,      10192
 345,      12084
 346,       7369
 347,      11844
 348,      29651
 349,       4337
 350,       5773
 351,       4738
 352,       5285
 353,      10161
 354,      12639
 355,       5653
 356,       4390
 357,       4326
 358,       4613
 359,      12403
 360,       4331
 361,      12832
 362,       5277
 363,      11828
 364,       5852
 365,       4408
 366,       8694
 367,      12569
 368,       4659
 369,       4338
 370,       4966
 371,       5945
 372,      12657
 373,       4318
 374,       5535
 375,       5556
 376,       5859
 377,      22204
 378,       4394
 379,       4615
 380,       4336
 381,      12988
 382,       4328
 383,      13004
 384,       4335
 385,       8045
 386,      13116
 387,       4411
 388,       5610
 389,       4426
 390,       5682
 391,       4692
 392,       5566
 393,       4670
 394,       5464
 395,       4386
 396,       5635
 397,       4627
 398,       4686
 399,       4673
 400,       4673
 401,       4308
 402,       5226
 403,       6595
 404,       4744
 405,      23986
 406,       4334
 407,       5868
 408,       4348
 409,       4694
 410,       5792
 411,       6000
 412,       5782
 413,       4753
 414,       5469
 415,       4329
 416,       5230
 417,      12554
 418,       4430
 419,       4777
 420,      13171
 421,       6206
 422,       4821
 423,       5205
 424,       4840
 425,       4325
 426,      13114
 427,       6308
 428,       5630
 429,       6236
 430,       5444
 431,      14253
 432,       5028
 433,      12731
 434,       5963
 435,       5690
 436,       5623
 437,       4894
 438,       5223
 439,      12125
 440,       5724
 441,       5788
 442,      10824
 443,       4331
 444,       4809
 445,       5044
 446,       4720
 447,       5494
 448,       4712
 449,      12816
 450,       5910
 451,       4678
 452,       4612
 453,       4395
 454,       4324
 455,       5984
 456,       4619
 457,       4689
 458,       4981
 459,       5246
 460,       9979
 461,       5751
 462,      32920
 463,       4583
 464,       4397
 465,       5523
 466,       6176
 467,      10354
 468,       4343
 469,       5848
 470,       8095
 471,       8208
 472,       6544
 473,       9316
 474,       5664
 475,       5681
 476,      10646
 477,       4418
 478,       4906
 479,       8784
 480,      10877
 481,       9318
 482,       8066
 483,       5806
 484,       4478
 485,      12562
 486,       4404
 487,       5568
 488,       7468
 489,       4557
 490,       4335
 491,       7870
 492,       9453
 493,       9032
 494,      12468
 495,       6849
 496,       9150
 497,       8922
 498,       4958
 499,      12096
 500,       5867
 501,       4835
 502,       4680
 503,       4327
 504,       5242
 505,       4777
 506,       4685
 507,       4954
 508,       5689
 509,       4958
 510,       4680
 511,       4771
 512,       4667
 513,       5865
 514,       5597
 515,       6331
 516,       7425
 517,      13261
 518,       4990
 519,      10362
 520,       9714
 521,      12241
 522,       8226
 523,       5746
 524,      12328
 525,       4331
 526,       4759
 527,       4330
 528,       4839
 529,       8718
 530,       9568
 531,       9023
 532,       9375
 533,       8164
 534,       5591
 535,      35238
 536,       4332
 537,       5656
 538,       4712
 539,       8307
 540,       5353
 541,       8804
 542,      11844
 543,       4720
 544,       4620
 545,       4673
 546,      10421
 547,       4326
 548,       5573
 549,       4617
 550,      12830
 551,       6766
 552,       4325
 553,       5975
 554,       4740
 555,       4618
 556,       4472
 557,       4624
 558,       5697
 559,      11720
 560,       4333
 561,       4679
 562,       4614
 563,       4753
 564,       7846
 565,      13070
 566,       6260
 567,       5688
 568,       6023
 569,       4395
 570,       5512
 571,       4333
 572,       5677
 573,       4504
 574,       5723
 575,       4899
 576,      12833
 577,       4769
 578,       5604
 579,       7521
 580,      12745
 581,       4394
 582,       4331
 583,       5892
 584,       8935
 585,       8160
 586,       8863
 587,       9426
 588,       8870
 589,       8954
 590,       9219
 591,       8039
 592,       5782
 593,       8952
 594,       5897
 595,       7916
 596,       5015
 597,      11171
 598,       4408
 599,      12953
 600,       4403
 601,       4776
 602,      12968
 603,       5962
 604,       4635
 605,       9132
 606,       5531
 607,      14177
 608,       6102
 609,       5672
 610,       4663
 611,       4890
 612,       5278
 613,      12902
 614,       5885
 615,       4676
 616,       6026
 617,       5954
 618,       5666
 619,       4675
 620,       4726
 621,       5451
 622,      13069
 623,       4324
 624,       5183
 625,       5529
 626,       8919
 627,      30328
 628,       4341
 629,       5923
 630,       4705
 631,       4685
 632,       4654
 633,       4840
 634,       4683
 635,       6222
 636,       4432
 637,       4331
 638,       5726
 639,       4336
 640,       4406
 641,       7953
 642,       5570
 643,       4340
 644,      12174
 645,       5062
 646,      12396
 647,       6132
 648,       4619
 649,       5354
 650,       4329
 651,      12281
 652,       5218
 653,       5773
 654,       4615
 655,       4396
 656,       7911
 657,      13034
 658,       5543
 659,       4606
 660,       5416
 661,       4643
 662,       6196
 663,       4671
 664,       4691
 665,       4334
 666,       5024
 667,       4683
 668,       4681
 669,       5377
 670,       4363
 671,       5147
 672,       5525
 673,       4678
 674,       4649
 675,       4397
 676,       5736
 677,       4675
 678,       4624
 679,       4391
 680,       5688
 681,       4665
 682,      11397
 683,       4331
 684,       4426
 685,       4619
 686,       4690
 687,       4946
 688,       5102
 689,       5877
 690,      12748
 691,       5601
 692,       4334
 693,       5369
 694,       4330
 695,       4961
 696,       5762
 697,       5540
 698,       4331
 699,       4394
 700,      10245
 701,       4388
 702,       5338
 703,       5556
 704,       5668
 705,       5705
 706,       4828
 707,       4618
 708,       4394
 709,       5292
 710,       4681
 711,       5803
 712,      10906
 713,       9676
 714,       4322
 715,       5825
 716,       4686
 717,       5716
 718,       5994
 719,       4685
 720,       5549
 721,       7433
 722,       5629
 723,       5987
 724,       4675
 725,       4582
 726,       8062
 727,      12528
 728,       4389
 729,       4481
 730,       4756
 731,       4330
 732,       5526
 733,      10363
 734,       5876
 735,       5649
 736,       4617
 737,       5375
 738,       4321
 739,       5394
 740,       4622
 741,       5769
 742,       4339
 743,       9045
 744,      22633
 745,       4389
 746,       4617
 747,       4578
 748,       5363
 749,       5234
 750,       9042
 751,       9454
 752,      12366
 753,       5605
 754,       8825
 755,       8467
 756,       9063
 757,      22989
 758,       4314
 759,       5108
 760,       4609
 761,      12910
 762,       4328
 763,       5761
 764,       5627
 765,       4389
 766,       4617
 767,       4664
 768,       4615
 769,       5646
 770,       5408
 771,      12524
 772,       5820
 773,       4399
 774,       4686
 775,       4616
 776,       4681
 777,       4327
 778,      10697
 779,       6348
 780,       4316
 781,       4740
 782,       4329
 783,       5377
 784,       4956
 785,       5661
 786,       4891
 787,       5835
 788,       7368
 789,       4718
 790,      10002
 791,       5795
 792,       5641
 793,       4335
 794,       4398
 795,       4334
 796,       4691
 797,      11371
 798,       6328
 799,       5900
 800,       4396
 801,       4326
 802,       4321
 803,       5496
 804,       4613
 805,       5413
 806,       4900
 807,       6884
 808,       9234
 809,      12392
 810,      10759
 811,       4380
 812,       4326
 813,       5471
 814,       8908
 815,      12443
 816,       5658
 817,       5503
 818,       4816
 819,       4766
 820,       4948
 821,       8042
 822,       4742
 823,      10391
 824,       4336
 825,       4337
 826,       4385
 827,       5004
 828,      12483
 829,       6228
 830,      12315
 831,       4390
 832,       4627
 833,       5071
 834,       4336
 835,       4336
 836,       5124
 837,       4679
 838,      12488
 839,      12336
 840,       6030
 841,       9876
 842,       4402
 843,       4760
 844,       4387
 845,       8563
 846,       5760
 847,       8720
 848,       9305
 849,       5705
 850,      12104
 851,       4404
 852,       4611
 853,       4756
 854,       6172
 855,      13332
 856,       4332
 857,       6656
 858,       8913
 859,      12709
 860,       4754
 861,       5211
 862,       4681
 863,       4322
 864,       8242
 865,       5177
 866,      13088
 867,       4738
 868,       4388
 869,       5139
 870,      13004
 871,       5998
 872,       4613
 873,       5905
 874,       4630
 875,       4701
 876,       4623
 877,       4398
 878,       5810
 879,       4664
 880,       5871
 881,       4620
 882,       6028
 883,       4340
 884,       5036
 885,      11021
 886,       5659
 887,      10894
 888,       4590
 889,       6286
 890,       4890
 891,       9154
 892,       6346
 893,       6068
 894,       4625
 895,       4689
 896,       4621
 897,       6008
 898,       4512
 899,       5018
 900,       4898
 901,       6717
 902,       9030
 903,      13482
 904,       6020
 905,       4780
 906,       5001
 907,       7908
 908,       7843
 909,      10269
 910,       4429
 911,      13329
 912,       4327
 913,       4335
 914,       5028
 915,       6090
 916,       4619
 917,      12478
 918,       6281
 919,       5539
 920,      11695
 921,       4535
 922,       8164
 923,      13428
 924,       4330
 925,       4330
 926,       6609
 927,       9279
 928,       9700
 929,       4334
 930,       7046
